"X","Deal.Type","Primary.Asset.Type","Investors.Buyers.Firms.","Bought.From.Sellers.Firms.","Asset.Cities","Assets.Types","Assets","Buyer.Type","Seller.Type","Deal.Size.Usd.Mn.","No.Of.Assets","Total.Size.Sq.Ft.","distance.x","Year_Month","Town","distance","Fed_Rate","Labor_Force","Employment","Unemployment","Unemployment_Rate","HomeValue","Date_Year","Estimate.Own.children.under.6.years","Estimate.Own.children.6.to.17.years","Estimate.Car..truck..or.van....drove.alone","Estimate.Car..truck..or.van....carpooled","Estimate.Public.transportation..excluding.taxicab.","Estimate.Walked","Estimate.Worked.at.home","Estimate.Mean.travel.time.to.work..minutes.","Estimate.Management..business..science..and.arts.occupations","Estimate.Service.occupations","Estimate.Sales.and.office.occupations","Estimate.Natural.resources..construction..and.maintenance.occupations","Estimate.Production..transportation..and.material.moving.occupations","Estimate.Agriculture..forestry..fishing.and.hunting..and.mining","Estimate.Construction","Estimate.Manufacturing","Estimate.Wholesale.trade","Estimate.Retail.trade","Estimate.Transportation.and.warehousing..and.utilities","Estimate.Information","Estimate.Finance.and.insurance..and.real.estate.and.rental.and.leasing","Estimate.Professional..scientific..and.management..and.administrative.and.waste.management.services","Estimate.Educational.services..and.health.care.and.social.assistance","Estimate.Arts..entertainment..and.recreation..and.accommodation.and.food.services","Estimate.Other.services..except.public.administration","Estimate.Public.administration","Estimate.Private.wage.and.salary.workers","Estimate.Government.workers","Estimate.Self.employed.in.own.not.incorporated.business.workers","Estimate.Unpaid.family.workers","Estimate.Median.household.income..dollars.","Estimate.With.earnings","Estimate.With.Social.Security","Estimate.With.retirement.income","Estimate.With.Supplemental.Security.Income","Estimate.With.cash.public.assistance.income","Estimate.With.Food.Stamp.SNAP.benefits.in.the.past.12.months","Estimate.With.health.insurance.coverage","Estimate.With.health.insurance.coverage..With.private.health.insurance","Estimate.With.health.insurance.coverage..With.public.coverage","Estimate.No.health.insurance.coverage","Opportunity_Zone","Year","Address","longitude","latitude","long_center","lat_center","sanity_check","full_address","lat.census.town","lon.census.town"
33,"Single Asset","Residential","Bridge Investment Group","Intercontinental Real Estate Corporation, MG Properties","Anaheim","Residential, Multi-Family, Garden/Low Rise Multi-Family","Madison Park","Fund Manager","Fund Manager, Fund Manager",283.5,NA,615500,NA,"2022-07","Anaheim",4599.11502018191,1.68,6569803,6298741,271062,4.1,883965.311657641,2022,"24116","48204","127369","19948","2406","3056","20455",27,"58434","37320","42301","14385","26733",739,13473,21113,4242,20736,10068,2146,11659,20271,34753,24155,10553,5265,147152,19475,10898,1648,85133,89932,27085,19661,6638,3705,16664,307771,191264,140452,34910,1,2022,"Madison Park, Anaheim, California",-117.9609782,33.828967,-117.911732,33.8347516,"Pass","Anaheim, California",33.8347516,-117.911732
2142,"Single Asset","Retail","Phillips Edison & Company","Unidentified Seller/s","Antioch","Retail, Shopping Center","Contra Loma Plaza","Fund Manager","Other",58.5043582905806,NA,74616,NA,"2013-08","Antioch",2148.10877839559,0.08,202513,184136,18377,9.1,248309.50219615,2013,"7173","18744","30715","6762","3543","607","1944",43.6,"12525","11486","12821","4325","4687",329,3586,2390,731,6170,2577,907,2517,5050,12142,5118,2155,2172,36106,6787,2876,75,59356,26038,10205,7159,2522,2018,5428,93435,64325,41218,13357,1,2013,"Contra Loma Plaza, Antioch, California",-121.823031,37.9912191,-121.805789,38.0049214,"Pass","Antioch, California",38.0049214,-121.805789
273,"Portfolio","Residential","The Reliant Group","Unidentified Seller/s","Antioch","Residential, Multi-Family","Willow Glen Apartments, Villa Medanos, Holiday Gardens, Amador Valley, River Park Manor, Leisure Terrace, Valencia Terrace","Fund Manager","Other",116,NA,478300,NA,"2019-03","Antioch",0,2.41,208961,200651,8310,4,457491.837868248,2019,"4377","17834","33602","9048","4072","602","3255",47.6,"13749","13199","13128","5581","6439",206,4781,2662,821,5730,4686,768,2819,6121,13899,4064,3350,2189,41336,6655,4105,0,72412,28705,10738,10665,4014,1480,4930,103053,69119,46394,8177,1,2019,"Willow Glen Apartments, Antioch, California",-121.805789,38.0049214,-121.805789,38.0049214,"Pass","Antioch, California",38.0049214,-121.805789
43,"Single Asset","Niche","Northwest Building","Unidentified Seller/s","Antioch","Niche, Self-Storage","West Coast Self-Storage Antioch","Fund Manager","Other",116,NA,32745,NA,"2022-06","Antioch",1325.15278977657,1.21,201147,193172,7975,4,666134.557142825,2022,"8503","16001","36620","6694","2723","1103","6874",41.3,"20585","13555","12981","3866","6755",698,3597,3369,1245,7220,4251,770,2689,7819,15441,4458,3054,3131,44927,8862,3953,0,100178,31144,12753,10421,3575,1296,5831,109811,78618,46347,5110,1,2022,"West Coast Self-Storage Antioch, Antioch, California",-121.7930867,37.9984778,-121.805789,38.0049214,"Pass","Antioch, California",38.0049214,-121.805789
1183,"Single Asset","Retail","Fortress Investment Group","Unidentified Seller/s","Barstow","Retail, Shopping Center, Outlet Center","Tanger Outlet Center","Fund Manager","Other",106.7,NA,171300,NA,"2015-10","Apple Valley",11443.1928670474,0.12,1961814,1840283,121531,6.2,200434.745943055,2015,"6161","13969","19041","3830","11","212","1078",28.3,"6948","5149","5858","2358","4610",2,1527,2834,174,5263,1104,539,966,1530,5733,2699,930,1622,18282,4303,2275,63,44498,16236,9760,5239,2382,1518,4565,69449,34870,42907,2435,1,2015,"Tanger Outlet Center, Barstow, California",-117.0894468,34.8107547,-117.0244313,34.8986215,"Pass","Apple Valley, California",34.5008311,-117.1858759
2636,"Single Asset","Residential","Boston Capital","Unidentified Seller/s","Bakersfield","Residential, Multi-Family","Santa Fe Apartments","Fund Manager","Other",58.5043582905806,NA,NA,NA,"2011-12","Bakersfield",1830.0116530439,0.07,387153,331639,55514,14.3,136215.431363696,2011,"36282","68053","111110","18842","1681","3031","3179",23,"44282","27588","35045","19323","18976",14091,8043,8532,3123,18588,7413,2291,7900,11971,33402,14570,6114,9176,108836,27093,9120,165,51667,89376,23400,13810,8021,6198,14853,287686,199778,113810,62734,1,2011,"Santa Fe Apartments, Bakersfield, California",-119.0040498,35.363275,-119.019463,35.3738712,"Pass","Bakersfield, California",35.3738712,-119.019463
1372,"Single Asset","Hotel","Unidentified Buyer/s","CIM Group","Bakersfield","Hotel","DoubleTree by Hilton Hotel Bakersfield","Other","Fund Manager",58.5043582905806,NA,NA,NA,"2015-06","Bakersfield",2625.54777450199,0.13,391541,351043,40498,10.3,211769.038483228,2015,"35424","69326","131863","17228","1676","1495","4961",22.3,"49248","31281","36766","23782","23092",17862,11556,8783,6600,18413,9033,2081,8590,11866,35648,16279,9285,8173,126810,26030,10399,930,61039,93766,25903,16068,7970,5607,16661,343852,217714,151822,27974,1,2015,"DoubleTree by Hilton Hotel Bakersfield, Bakersfield, California",-119.0466265,35.3819805,-119.019463,35.3738712,"Pass","Bakersfield, California",35.3738712,-119.019463
515,"Single Asset","Office","MedProperties, Cypress West Partners","Unidentified Seller/s","Bakersfield","Office, Medical Office","Riverwalk Medical Plaza","Fund Manager, Fund Manager","Other",58.5043582905806,NA,54923,NA,"2017-05","Bakersfield",8495.22500802699,0.91,385920,349665,36255,9.4,223624.668917815,2017,"35402","68555","124524","16578","1728","1264","5152",24.1,"48788","28946","36968","20922","20477",14251,9597,8097,5319,18385,10577,2487,7388,12099,36275,16193,5977,9456,120137,26275,9416,273,57105,95395,29928,18295,10393,6168,18072,351300,201208,179494,27896,1,2017,"Riverwalk Medical Plaza, Bakersfield, California",-119.1099839,35.3545169,-119.019463,35.3738712,"Pass","Bakersfield, California",35.3738712,-119.019463
393,"Single Asset","Retail","Phillips Edison & Company","Crow Holdings Capital","Bakersfield","Retail, Shopping Center","Riverlakes Village","Fund Manager","Fund Manager",58.5043582905806,NA,92212,NA,"2017-08","Bakersfield",7144.92028421013,1.16,383662,349121,34541,9,225148.845950555,2017,"35402","68555","124524","16578","1728","1264","5152",24.1,"48788","28946","36968","20922","20477",14251,9597,8097,5319,18385,10577,2487,7388,12099,36275,16193,5977,9456,120137,26275,9416,273,57105,95395,29928,18295,10393,6168,18072,351300,201208,179494,27896,1,2017,"Riverlakes Village, Bakersfield, California",-119.0917434,35.3993097,-119.019463,35.3738712,"Pass","Bakersfield, California",35.3738712,-119.019463
2526,"Single Asset","Mixed Use","LaTerra Development","Unidentified Seller/s","Azusa","Industrial, Residential, Manufacturing","Colony At Azusa Homeowners","Fund Manager","Other",58.5043582905806,NA,NA,NA,"2012-06","Baldwin Park",2668.50929725537,0.16,6449516,5777616,671900,10.4,222571.477691536,2012,"5891","12638","23203","5236","1397","368","1183",30.4,"5245","7555","7904","3705","7873",244,2657,5176,1758,3739,2072,436,1651,2948,5213,3083,2255,1050,26234,3673,2375,0,50972,15202,4674,2287,1575,1869,2887,53207,27870,27629,22875,0,2012,"Colony At Azusa Homeowners, Azusa, California",-117.907912,34.1099797,-117.9056046,34.1338751,"Pass","Baldwin Park, California",34.0854739,-117.9611761
2089,"Single Asset","Mixed Use","Unidentified Buyer/s","LaTerra Development","Azusa","Industrial, Residential, Manufacturing","Colony At Azusa Homeowners","Other","Fund Manager",58.5043582905806,NA,NA,NA,"2013-10","Baldwin Park",2668.50929725537,0.09,6517373,5951824,565549,8.7,279321.990826199,2013,"4941","13506","25028","3068","1303","433","1334",30.9,"5064","6995","7673","4409","7815",167,2885,5541,1882,4316,1894,725,994,1971,5370,4135,1504,572,27264,2659,1961,72,49755,15770,3771,1701,1781,277,2479,56508,31552,26742,19617,0,2013,"Colony At Azusa Homeowners, Azusa, California",-117.907912,34.1099797,-117.9056046,34.1338751,"Pass","Baldwin Park, California",34.0854739,-117.9611761
1395,"Single Asset","Residential","Real Capital Solutions","Unidentified Seller/s","Azusa","Multi-Family, Residential","Citrus Junction","Fund Manager","Other",58.5043582905806,1,11761,NA,"2015-06","Baldwin Park",1274.13843791175,0.13,6561061,6150129,410932,6.3,337553.632177829,2015,"5657","12101","26093","4275","1056","366","1159",29.6,"7051","7552","7804","3701","7533",432,2317,6662,1201,2911,1892,747,1407,4651,5961,3238,1654,568,29107,2440,2050,44,47502,15268,4860,2052,1815,1187,2549,68076,37993,33050,8667,0,2015,"Citrus Junction, Azusa, California",-117.8934949,34.1283499,-117.9056046,34.1338751,"Pass","Baldwin Park, California",34.0854739,-117.9611761
400,"Single Asset","Industrial","Rexford Industrial","Penwood Real Estate Investment Management, Shubin Nadal Realty Investors","Irwindale","Industrial, Distribution Warehouse","4832 Azusa Canyon Road","Fund Manager","Fund Manager, Fund Manager",14.6,NA,87421,NA,"2017-07","Baldwin Park",996.992424964278,1.15,6726367,6424496,301871,4.5,398217.475027958,2017,"4935","11796","28647","6146","974","534","771",32.7,"6762","9865","9638","4703","7450",301,3251,3836,2639,5365,2581,376,1131,4158,6257,5059,2003,1461,31831,3416,3171,0,67472,15972,5467,2271,1489,462,1957,68270,32705,37934,7813,0,2017,"4832 Azusa Canyon Road, Irwindale, California",-117.9420633,34.1008307,-117.934214,34.1069927,"Pass","Baldwin Park, California",34.0854739,-117.9611761
2886,"Single Asset","Residential","Nuveen, Jonathan Rose Companies","Unidentified Seller/s","Berkeley","Residential, Multi-Family, Mid/High Rise Multi-Family, Street Retail, Retail, Mixed Use","El Granada Building","Fund Manager, Fund Manager","Other",19.62,NA,NA,NA,"2011-01","Berkeley",1264.78176243171,0.17,2318626,2092942,225684,9.7,653419.948639965,2011,"4585","8526","21372","3289","10532","6724","5749",27.5,"36988","6219","7658","926","1890",111,1303,2766,678,3532,940,2479,3152,11142,19141,4129,2580,1728,33118,13484,7044,35,61351,34966,10875,6084,1621,1007,1547,104962,92304,23669,8596,1,2011,"El Granada Building, Berkeley, California",-122.2587686,37.8685381,-122.272863,37.8708393,"Pass","Berkeley, California",37.8708393,-122.272863
2637,"Single Asset","Residential","Boston Capital","Unidentified Seller/s","Berkeley","Residential, Multi-Family","Amistad House","Fund Manager","Other",19.62,NA,NA,NA,"2011-12","Berkeley",531.39317469471,0.07,2363973,2159269,204704,8.7,607412.130555882,2011,"4585","8526","21372","3289","10532","6724","5749",27.5,"36988","6219","7658","926","1890",111,1303,2766,678,3532,940,2479,3152,11142,19141,4129,2580,1728,33118,13484,7044,35,61351,34966,10875,6084,1621,1007,1547,104962,92304,23669,8596,1,2011,"Amistad House, Berkeley, California",-122.2691139,37.8745848,-122.272863,37.8708393,"Pass","Berkeley, California",37.8708393,-122.272863
2443,"Single Asset","Residential","Jonathan Rose Companies, Prado Group","Unidentified Seller/s","Berkeley","Residential, Multi-Family, Retail","Cambridge Apartments","Fund Manager, Fund Manager","Other",11.6,NA,32121,NA,"2012-09","Berkeley",3973.23019754033,0.14,2398721,2214814,183907,7.7,608339.398648126,2012,"5291","8186","19300","3526","11705","10286","6574",26.4,"36678","7321","9766","1590","2861",508,1595,3182,417,3609,714,2174,2147,11065,21151,6664,3130,1860,35801,14900,7468,47,65887,36854,10234,6027,2241,813,1763,105916,94405,23227,8951,1,2012,"Cambridge Apartments, Berkeley, California",-122.2753894,37.9064757,-122.272863,37.8708393,"Pass","Berkeley, California",37.8708393,-122.272863
2054,"Single Asset","Office","Ten Capital Management","Unidentified Seller/s","Berkeley","Office","2120 University Avenue","Fund Manager","Other",9.56,NA,47664,NA,"2013-11","Berkeley",488.668215486191,0.08,2406842,2260463,146379,6.1,738950.413106447,2013,"5163","8676","19070","3737","13733","8486","6290",28.5,"38149","6239","10530","1627","2067",70,1130,2317,710,4753,724,2476,2920,11567,22417,4748,2849,1931,37866,13916,6830,0,61960,36660,11253,6845,2148,900,1748,104372,91789,25433,11950,1,2013,"2120 University Avenue, Berkeley, California",-122.2675049,37.8720142,-122.272863,37.8708393,"Pass","Berkeley, California",37.8708393,-122.272863
1515,"Single Asset","Office","Meridian Property Company","Gambro Group","Berkeley","Medical Office, Office","2920 Telegraph Avenue","Fund Manager","Other",9.56,NA,16000,NA,"2015-02","Berkeley",1919.2158267058,0.11,2463051,2350443,112608,4.6,876186.696776785,2015,"4872","10244","20525","3677","13409","10800","7477",28.9,"42721","5843","10927","1609","2252",223,1953,2096,1489,5279,1601,3398,2482,12946,21649,4893,3438,1905,42303,13928,7006,115,73462,37584,10914,7589,1974,764,1744,116928,100980,29044,3740,1,2015,"2920 Telegraph Avenue, Berkeley, California",-122.2599977,37.8569081,-122.272863,37.8708393,"Pass","Berkeley, California",37.8708393,-122.272863
1463,"Single Asset","Mixed Use","Unidentified Buyer/s","Sansome Pacific Properties, Somera Capital Management","Berkeley","Flex, Industrial, Retail, Mixed Use","2075 Allston Way","Other","Fund Manager, Fund Manager",9.56,NA,47281,NA,"2015-04","Berkeley",386.470041715951,0.12,2470581,2360723,109858,4.4,900919.232907835,2015,"4872","10244","20525","3677","13409","10800","7477",28.9,"42721","5843","10927","1609","2252",223,1953,2096,1489,5279,1601,3398,2482,12946,21649,4893,3438,1905,42303,13928,7006,115,73462,37584,10914,7589,1974,764,1744,116928,100980,29044,3740,1,2015,"2075 Allston Way, Berkeley, California",-122.2688506,37.8694179,-122.272863,37.8708393,"Pass","Berkeley, California",37.8708393,-122.272863
1466,"Single Asset","Mixed Use","PGIM Fixed Income","Sansome Pacific Properties, Somera Capital Management","Berkeley","Multi-Family, Residential, Mid/High Rise Multi-Family, Retail, Mixed Use, Office","2190 Shattuck Avenue","Fund Manager","Fund Manager, Fund Manager",23,NA,47281,NA,"2015-04","Berkeley",398.42691744129,0.12,2470581,2360723,109858,4.4,900919.232907835,2015,"4872","10244","20525","3677","13409","10800","7477",28.9,"42721","5843","10927","1609","2252",223,1953,2096,1489,5279,1601,3398,2482,12946,21649,4893,3438,1905,42303,13928,7006,115,73462,37584,10914,7589,1974,764,1744,116928,100980,29044,3740,1,2015,"2190 Shattuck Avenue, Berkeley, California",-122.2686676,37.8694822,-122.272863,37.8708393,"Pass","Berkeley, California",37.8708393,-122.272863
1398,"Single Asset","Residential","Bridge Partners","Unidentified Seller/s","Berkeley","Residential, Single Family","Bridge Channing","Fund Manager","Other",23,1,NA,NA,"2015-06","Berkeley",1089.89384005354,0.13,2478293,2371640,106653,4.3,927386.303753557,2015,"4872","10244","20525","3677","13409","10800","7477",28.9,"42721","5843","10927","1609","2252",223,1953,2096,1489,5279,1601,3398,2482,12946,21649,4893,3438,1905,42303,13928,7006,115,73462,37584,10914,7589,1974,764,1744,116928,100980,29044,3740,1,2015,"Bridge Channing, Berkeley, California",-122.2615966,37.8667459,-122.272863,37.8708393,"Pass","Berkeley, California",37.8708393,-122.272863
1401,"Single Asset","Niche","Barings","Unidentified Seller/s","Berkeley","Niche, Student Housing","FOUND Study Downtown Berkeley","Fund Manager","Other",51,1,63765,NA,"2015-06","Berkeley",621.626411293391,0.13,2478293,2371640,106653,4.3,927386.303753557,2015,"4872","10244","20525","3677","13409","10800","7477",28.9,"42721","5843","10927","1609","2252",223,1953,2096,1489,5279,1601,3398,2482,12946,21649,4893,3438,1905,42303,13928,7006,115,73462,37584,10914,7589,1974,764,1744,116928,100980,29044,3740,1,2015,"FOUND Study Downtown Berkeley, Berkeley, California",-122.2689999,37.8661614,-122.272863,37.8708393,"Pass","Berkeley, California",37.8708393,-122.272863
1227,"Single Asset","Office","Harvest Properties, The Roxborough Group","Unidentified Seller/s","Berkeley","Office","Constitution Square","Fund Manager, Fund Manager","Other",8.28,NA,36644,NA,"2015-09","Berkeley",77.6739641256512,0.14,2484719,2382611,102108,4.1,955250.206867336,2015,"4872","10244","20525","3677","13409","10800","7477",28.9,"42721","5843","10927","1609","2252",223,1953,2096,1489,5279,1601,3398,2482,12946,21649,4893,3438,1905,42303,13928,7006,115,73462,37584,10914,7589,1974,764,1744,116928,100980,29044,3740,1,2015,"Constitution Square, Berkeley, California",-122.273042,37.8715226,-122.272863,37.8708393,"Pass","Berkeley, California",37.8708393,-122.272863
646,"Single Asset","Office","Lionstone Investments","Soma Capital Partners","Berkeley","Office","2120 University Avenue","Fund Manager","Fund Manager",22.25,NA,49390,NA,"2016-12","Berkeley",488.668215486191,0.54,2536345,2441879,94466,3.7,1033300.03954401,2016,"6381","9360","20613","3447","15803","8557","7292",30.5,"45199","7381","8842","1027","2100",207,1143,2566,459,4267,1888,2988,2940,15419,24317,4929,2236,1190,41387,14475,8547,140,78121,36919,10711,7194,1717,731,2052,118106,100953,29545,2813,1,2016,"2120 University Avenue, Berkeley, California",-122.2675049,37.8720142,-122.272863,37.8708393,"Pass","Berkeley, California",37.8708393,-122.272863
249,"Single Asset","Residential","Tesseract Capital Group","Unidentified Seller/s","Berkeley","Residential, Multi-Family, Garden/Low Rise Multi-Family","The Parc at 1300","Fund Manager","Other",12.7,NA,NA,NA,"2019-07","Berkeley",1226.25980075388,2.4,2572913,2507267,65646,2.6,1173844.42154556,2019,"4916","8243","20353","3538","17592","7588","7812",34.3,"44066","7698","8509","1424","1762",219,1675,3327,413,2841,963,2998,2606,16725,19607,6270,3969,1846,43915,13750,5681,113,95360,35360,10991,8448,1832,879,2325,117902,100697,31152,3108,1,2019,"The Parc at 1300, Berkeley, California",-122.2866894,37.8723296,-122.272863,37.8708393,"Pass","Berkeley, California",37.8708393,-122.272863
136,"Single Asset","Mixed Use","Grosvenor","Unidentified Seller/s","Berkeley","Multi-Family, Residential, Retail","1951 Shattuck","Fund Manager","Other",12.7,NA,199989,NA,"2021-06","Berkeley",475.59098660908,0.08,2458118,2312724,145394,5.9,1353899.37624223,2021,"4840","8376","17002","1654","2740","6073","26899",24.1,"41347","5450","7911","1821","2836",234,1760,2600,440,3884,1964,2743,3483,12413,21227,4631,2281,1705,40695,13694,4908,68,101048,34185,10422,9622,1208,1126,3639,113558,95924,31283,3412,1,2021,"1951 Shattuck, Berkeley, California",-122.2681359,37.8729198,-122.272863,37.8708393,"Pass","Berkeley, California",37.8708393,-122.272863
2438,"Single Asset","Residential","DRA Advisors, Legacy Development","Unidentified Seller/s","Brentwood","Retail, Shopping Center","The Streets of Brentwood","Fund Manager, Fund Manager","Other",72.1,NA,358615,NA,"2012-09","Brentwood",4009.73211771794,0.14,310969,267015,43954,14.1,301950.556440907,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2012,"The Streets of Brentwood, Brentwood, California",-121.7383744,37.9452656,-121.696026,37.9317766,"Pass","Brentwood, California",37.9317766,-121.696026
