"","Deal Name","Deal Date","Deal Type","Primary Location","Primary Asset Type","Deal Overview","Investors Buyers Firms ","Bought From Sellers Firms ","Asset Regions","Asset Countries","Asset States","Asset Cities","Assets Types","Assets","Buyer Type","Seller Type","Deal Size Usd Mn ","No Of Assets","Total Size Sq Ft ","distance.x","Year_Month","Town","distance","Date","Fed_Rate","Labor_Force","Employment","Unemployment","Unemployment_Rate","HomeValue","Date_Year","Estimate Population 16 years and over","Estimate In labor force","Estimate In labor force!!Civilian labor force","Estimate In labor force Employed","Estimate In labor force Unemployed","Estimate In labor force!!Armed Forces","Estimate Not in labor force","Estimate Civilian labor force","Estimate Females 16 years and over","Estimate Own children under 6 years","Estimate All parents in family in labor force","Estimate Own children 6 to 17 years","Estimate Workers 16 years and over","Estimate Car, truck, or van -- drove alone","Estimate Car, truck, or van -- carpooled","Estimate Public transportation (excluding taxicab)","Estimate Walked","Estimate Other means","Estimate Worked at home","Estimate Mean travel time to work (minutes)","Estimate Civilian employed population 16 years and over","Estimate Management, business, science, and arts occupations","Estimate Service occupations","Estimate Sales and office occupations","Estimate Natural resources, construction, and maintenance occupations","Estimate Production, transportation, and material moving occupations","Estimate Civilian employed population 16 years and over.1","Estimate Agriculture, forestry, fishing and hunting, and mining","Estimate Construction","Estimate Manufacturing","Estimate Wholesale trade","Estimate Retail trade","Estimate Transportation and warehousing, and utilities","Estimate Information","Estimate Finance and insurance, and real estate and rental and leasing","Estimate Professional, scientific, and management, and administrative and waste management services","Estimate Educational services, and health care and social assistance","Estimate Arts, entertainment, and recreation, and accommodation and food services","Estimate Other services, except public administration","Estimate Public administration","Estimate Civilian employed population 16 years and over.2","Estimate Private wage and salary workers","Estimate Government workers","Estimate Self-employed in own not incorporated business workers","Estimate Unpaid family workers","Estimate Total households","Estimate Less than $10,000","Estimate $10,000 to $14,999","Estimate $15,000 to $24,999","Estimate $25,000 to $34,999","Estimate $35,000 to $49,999","Estimate $50,000 to $74,999","Estimate $75,000 to $99,999","Estimate $100,000 to $149,999","Estimate $150,000 to $199,999","Estimate $200,000 or more","Estimate Median household income (dollars)","Estimate Mean household income (dollars)","Estimate With earnings","Estimate With earnings!!Mean earnings (dollars)","Estimate With Social Security","Estimate With Social Security!!Mean Social Security income (dollars)","Estimate With retirement income","Estimate With retirement income!!Mean retirement income (dollars)","Estimate With Supplemental Security Income","Estimate With Supplemental Security Income!!Mean Supplemental Security Income (dollars)","Estimate With cash public assistance income","Estimate With cash public assistance income!!Mean cash public assistance income (dollars)","Estimate With Food Stamp/SNAP benefits in the past 12 months","Estimate Families","Estimate Median family income (dollars)","Estimate Mean family income (dollars)","Estimate Per capita income (dollars)","Estimate Nonfamily households","Estimate Median nonfamily income (dollars)","Estimate Mean nonfamily income (dollars)","Estimate Median earnings for workers (dollars)","Estimate Median earnings for male full-time, year-round workers (dollars)","Estimate Median earnings for female full-time, year-round workers (dollars)","Estimate Civilian noninstitutionalized population","Estimate With health insurance coverage","Estimate With health insurance coverage!!With private health insurance","Estimate With health insurance coverage!!With public coverage","Estimate No health insurance coverage","Estimate Civilian noninstitutionalized population under 18 years","Estimate Civilian noninstitutionalized population 18 to 64 years","Estimate In labor force.1","Estimate In labor force!!Employed","Estimate In labor force With health insurance coverage","Estimate In labor force With health insurance coverage!!With private health insurance","Estimate In labor force With health insurance coverage!!With public coverage","Estimate In labor force No health insurance coverage","Estimate In labor force!!Unemployed","Estimate In labor force With health insurance coverage.1","Estimate In labor force With health insurance coverage!!With private health insurance.1","Estimate In labor force With health insurance coverage!!With public coverage.1","Estimate In labor force No health insurance coverage.1","Estimate Not in labor force.1","Estimate Not in labor force!!With health insurance coverage","Estimate Not in labor force With private health insurance","Estimate Not in labor force With public coverage","Estimate Not in labor force!!No health insurance coverage","Estimate All families","Estimate All families!!With related children under 18 years","Estimate All families With related children under 5 years only","Estimate Married couple families","Estimate Married couple families!!With related children under 18 years","Estimate Married couple families With related children under 5 years only","Estimate Families with female householder, no husband present","Estimate Families with female householder, no husband present!!With related children under 18 years","Estimate Families with female householder, no husband present With related children under 5 years only","Estimate Under 18 years!!Related children under 18 years","Estimate Under 18 years Related children under 5 years","Estimate Under 18 years Related children 5 to 17 years","Opportunity_Zone"
"697","Mount Vernon Plaza",2016-11-08,"Single Asset","US","Mixed Use","In November 2016, Davenport Partners acquired Mount Vernon Plaza from an unidentified seller. The mixed use property located in Colton, CA, US.","Davenport Partners","Unidentified Seller/s","North America","US","CA","Colton","Flex, Industrial, Medical/Healthcare, Niche, Office, Retail","Mount Vernon Plaza","Fund Manager","Other",NA,NA,54839,NA,"2016-11","Rialto",6354.61524641307,2016-11-01,0.41,"1991339","1875442","115897","5.8",293475.613988842,"2016","76909","50336","50277","43973","6304","59","26573","50277","37110","8930","5451","19819","42814","33103","6502","623","463","455","1668","30.1","43973","7541","8565","12137","4108","11622","43973","381","3095","4206","1588","6168","7316","166","2111","3403","7448","3697","2269","2125","43973","35406","5755","2688","124","26445","1653","1170","3306","2724","3192","6112","3983","2830","1125","350","53582","64725","21747","67206","5876","15267","3856","20764","2387","7533","1698","4641","6894","21308","58775","66043","17562","5137","21073","42355","25725","35175","30590","103006","90094","43528","51376","12912","30362","64233","48940","42636","35199","25485","10699","7437","6304","5323","1299","4024","981","15293","12469","4625","8520","2824","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"698","301-445 North Figueroa Street",2016-11-08,"Single Asset","US","Industrial","In November 2016, Rexford Industrial acquired 301-445 North Figueroa Street from an unidentified seller. The industrial property is located in Wilmington, CA, US.
","Rexford Industrial","Unidentified Seller/s","North America","US","CA","Wilmington","Industrial","301-445 North Figueroa Street","Fund Manager","Other",13,NA,133925,NA,"2016-11","Carson",5894.07986497725,2016-11-01,0.41,"6658420","6329773","328647","4.9000000000000004",405973.194663858,"2016","75783","50476","50430","46380","4050","46","25307","50430","40948","6292","4565","12779","45157","36631","3529","2302","732","891","1072","29.6","46380","16042","9397","12030","3335","5576","46380","507","2304","5596","1592","5117","2112","718","1959","5070","11760","5719","1780","2146","46380","36113","7495","2617","155","25790","849","735","1568","1786","2012","4829","3907","5942","2396","1766","80616","94391","21508","93274","8640","17886","4872","31377","2105","10834","553","4470","1361","20759","85148","99638","28178","5031","51432","60736","35708","46337","46949","92689","85294","60899","32799","7395","19633","57739","46733","43489","39142","33199","6838","4347","3244","2652","1884","1072","592","11006","9716","5403","4888","1290","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"699","The Village at Orange",2016-11-07,"Single Asset","US","Retail","In November 2016, Vestar sold The Village at Orange to an unidentified buyer. The retail complex, formerly known as The Mall of Orange, is located in Orange, CA, US.","Unidentified Buyer/s","Vestar","North America","US","CA","Orange","Retail, Shopping Center, Regional Center/ Mall","The Village at Orange","Other","Fund Manager",85.4,NA,853350,NA,"2016-11","Orange",0,2016-11-01,0.41,"6658420","6329773","328647","4.9000000000000004",563684.972142273,"2016","112117","75915","75915","72520","3395","0","36202","75915","56433","9495","6409","19160","70860","57760","6409","876","1573","1432","2810","26.9","72520","31031","12232","17051","4588","7618","72520","310","4465","9633","2511","7140","2001","1707","4866","8910","16750","8341","3143","2743","72520","59014","9128","4265","113","43533","1474","876","2586","3034","4145","7564","5835","8457","4406","5156","84141","111245","37382","111868","10602","20924","6375","29799","1560","8453","1070","5735","2249","31759","97328","124181","35804","11774","48605","68432","36169","52870","47280","136532","127145","96856","40892","9387","31041","88931","71188","67924","62526","56522","7417","5398","3264","3072","1907","1415","192","17743","15097","10145","5779","2646","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",0
"700","315-319 North Beverly Drive",2016-11-07,"Single Asset","US","Retail","In November 2016, Sterling Organization, on behalf of its Sterling Value Add Partners II fund, acquired 315-319 North Beverly Drive from an unidentified seller. The retail property is located in Los Angeles, CA, US.","Sterling Organization","Unidentified Seller/s","North America","US","CA","Los Angeles","Retail, Free Standing","315-319 North Beverly Drive","Fund Manager","Other",23.5,NA,4700,NA,"2016-11","Los Angeles",0,2016-11-01,0.41,"6658420","6329773","328647","4.9000000000000004",609034.683447495,"2016","3241537","2134106","2133182","1990871","142311","924","1107431","2133182","1652123","270593","167430","521375","1938625","1350593","168311","178455","67440","55236","118590","31.7","1990871","736148","423294","446949","151446","233034","1990871","7754","117012","162627","57592","207429","91293","124905","121698","283780","378816","254089","137481","46395","1990871","1576787","182737","228944","2403","1378844","106131","88950","151421","127500","166003","219357","145511","178163","79363","116445","54432","86370","1138467","87091","309753","16360","134670","32914","95455","9576","53130","4252","141036","823799","61372","98541","31619","555045","41386","64293","28930","40787","40115","3950939","3503061","2119826","1633385","447878","825685","2654338","2028128","1893772","1605060","1273750","364046","288712","134356","106870","52594","57366","27486","626210","532632","251177","302977","93578","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"701","Courtyard Sunnyvale Mountain View",2016-11-07,"Single Asset","US","Hotel","In November 2016, HHM acquired Courtyard Sunnyvale Mountain View from an unidentified seller. The hotel property is located in Sunnyvale, CA, US.","HHM Hotels","Unidentified Seller/s","North America","US","CA","Sunnyvale","Hotel, Full Service","Courtyard Sunnyvale Mountain View","Fund Manager","Other",75,NA,NA,NA,"2016-11","Sunnyvale",0,2016-11-01,0.41,"1061400","1020871","40529","3.8",1018114.51173596,"2016","121929","85569","85569","81669","3900","0","36360","85569","58455","13805","7071","19571","80021","58004","8482","5325","1665","2332","4213","24.2","81669","53900","9614","11471","3093","3591","81669","166","2757","15183","1853","6801","1300","7144","2572","22141","11705","5651","2174","2222","81669","73683","4884","2895","207","56245","2070","1160","1883","2760","2912","5750","5811","11317","8268","14314","121546","152329","48777","156013","9863","20627","5541","23902","2079","7539","759","7065","1371","39037","131939","166592","56840","17208","93252","114912","71442","110227","80134","152269","147541","125366","34297","4728","33882","100973","82181","78434","75098","69340","7092","3336","3747","3127","2188","1022","620","18792","18317","14682","4533","475","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",0
"702","ArcLight Hollywood Parking Structure",2016-11-07,"Single Asset","US","Niche","In November 2016, Robertson Properties Group acquired ArcLight Hollywood Parking Structure from an unidentified seller. The car park property is located in Los Angeles, CA, US.","Robertson Properties Group","Unidentified Seller/s","North America","US","CA","Los Angeles","Car Park, Niche","ArcLight Hollywood Parking Structure","Fund Manager","Other",50,NA,NA,NA,"2016-11","Los Angeles",0,2016-11-01,0.41,"6658420","6329773","328647","4.9000000000000004",609034.683447495,"2016","3241537","2134106","2133182","1990871","142311","924","1107431","2133182","1652123","270593","167430","521375","1938625","1350593","168311","178455","67440","55236","118590","31.7","1990871","736148","423294","446949","151446","233034","1990871","7754","117012","162627","57592","207429","91293","124905","121698","283780","378816","254089","137481","46395","1990871","1576787","182737","228944","2403","1378844","106131","88950","151421","127500","166003","219357","145511","178163","79363","116445","54432","86370","1138467","87091","309753","16360","134670","32914","95455","9576","53130","4252","141036","823799","61372","98541","31619","555045","41386","64293","28930","40787","40115","3950939","3503061","2119826","1633385","447878","825685","2654338","2028128","1893772","1605060","1273750","364046","288712","134356","106870","52594","57366","27486","626210","532632","251177","302977","93578","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"703","Mesa Vista Center",2016-11-07,"Single Asset","US","Retail","In November 2016, Black Lion Investment Group acquired Mesa Vista Center from Hirth-Lomax Trust and Hirth-Wood Trust of Vista. The retail property is located in Vista, CA, US.","Black Lion Investment Group","Unidentified Seller/s","North America","US","CA","Vista","Retail, Vehicle Related, Car Park, Niche","Mesa Vista Center","Fund Manager","Other",6.15,NA,48985,NA,"2016-11","Vista",0,2016-11-01,0.41,"1568157","1495927","72230","4.5999999999999996",463976.311238433,"2016","78765","53124","52314","50657","1657","810","25641","52314","37673","9431","5379","14911","50898","41077","3750","954","1846","949","2322","24.5","50657","11995","11935","11088","6621","9018","50657","695","5286","8952","2251","6139","1951","662","1982","6742","6668","5585","2688","1056","50657","41735","3904","4887","131","30416","900","842","2142","2641","4682","7652","3931","4884","1293","1449","61433","78948","26201","78238","6147","17267","4419","25255","1045","9677","1704","2921","2994","21541","64980","81816","25783","8875","47281","60636","27522","35855","31149","99629","89312","57493","38288","10317","25877","65897","50968","49382","42554","36238","7486","6828","1586","1361","611","862","225","14929","12484","6633","6662","2445","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"704","Acheson Commons",2016-11-03,"Single Asset","US","Residential","In November 2016, Mill Creek Residential acquired Acheson Commons from Equity Residential. The residential development site is located in San Francisco, CA, US.","Mill Creek Residential","Equity Residential","North America","US","CA","San Francisco","Land, Development Site, Residential","Acheson Commons","Fund Manager","Fund Manager",30,NA,NA,NA,"2016-11","San Francisco",0,2016-11-01,0.41,"2534314","2438325","95989","3.8",1230589.19438071,"2016","763084","535903","535701","511365","24336","202","227181","535701","374178","45928","32913","67382","500469","168473","33326","171658","55443","39378","32191","33.5","511365","291681","84766","94209","16673","24036","511365","1308","16668","26140","10756","44029","19492","27987","46016","125910","92455","58286","25611","16707","511365","412114","56640","41289","1322","358703","20133","16833","23697","17637","21456","38138","33113","59111","45034","83551","103801","144957","292250","153199","84896","17084","42957","30845","26026","9100","7267","4499","16875","174077","123326","172095","61736","184626","81776","114449","56678","85684","71595","866553","837866","664577","250799","28687","117817","621935","512279","488712","473069","437267","44490","15643","23567","20908","14378","7077","2659","109656","101746","62055","45885","7910","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"705","The Academy Tower",2016-11-02,"Single Asset","US","Office","In November 2016, Swift Real Estate Partners acquired The Academy Tower from Kennedy Wilson. The office property is located in Los Angeles, CA, US.","Swift Real Estate Partners","Kennedy Wilson","North America","US","CA","Los Angeles","Office, Creative/Loft, Retail","The Academy Tower","Fund Manager","Fund Manager",61.5,NA,175012,NA,"2016-11","Los Angeles",0,2016-11-01,0.41,"6658420","6329773","328647","4.9000000000000004",609034.683447495,"2016","3241537","2134106","2133182","1990871","142311","924","1107431","2133182","1652123","270593","167430","521375","1938625","1350593","168311","178455","67440","55236","118590","31.7","1990871","736148","423294","446949","151446","233034","1990871","7754","117012","162627","57592","207429","91293","124905","121698","283780","378816","254089","137481","46395","1990871","1576787","182737","228944","2403","1378844","106131","88950","151421","127500","166003","219357","145511","178163","79363","116445","54432","86370","1138467","87091","309753","16360","134670","32914","95455","9576","53130","4252","141036","823799","61372","98541","31619","555045","41386","64293","28930","40787","40115","3950939","3503061","2119826","1633385","447878","825685","2654338","2028128","1893772","1605060","1273750","364046","288712","134356","106870","52594","57366","27486","626210","532632","251177","302977","93578","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"706","Solaris Apartments",2016-11-02,"Single Asset","US","Residential","In November 2016, a joint venture between BayNorth Capital and Thomson Dorfman Partners acquired Solaris Apartments from an unidentified private investment group. The residential complex is located in Hayward, CA, US.","Unidentified Buyer/s","BayNorth Capital, Thomson Dorfman Partners","North America","US","CA","Hayward","Residential, Multi-Family","Solaris Apartments","Other","Fund Manager",14.29,NA,NA,NA,"2016-11","Hayward",0,2016-11-01,0.41,"2534314","2438325","95989","3.8",588157.551571535,"2016","128738","85581","85489","82142","3347","92","43157","85489","64962","10410","5665","22384","75009","51102","10541","6970","1728","1563","3105","33.4","82142","24728","17843","19879","7355","12337","82142","317","6152","8728","2711","9061","5866","1419","4144","11852","14940","10467","3812","2673","82142","69691","9460","2946","45","45792","2155","1325","3019","2610","5252","8452","6964","7962","4556","3497","75352","93782","39387","92686","12056","17200","7869","20306","3001","9867","2689","4510","4858","34688","78863","98620","29152","11104","50030","68508","35327","48232","45849","158109","150847","102524","62039","7262","33955","106509","82460","79113","74560","60830","15635","4553","3347","3180","1448","1799","167","24049","22332","12727","11904","1717","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"707","1230–1290 Oakmead Parkway",2016-11-01,"Single Asset","US","Mixed Use","In November 2016, Embarcadero Capital Partners, on behalf of its Embarcadero Capital Investors V fund, acquired 1230–1290 Oakmead Parkway from an unidentified seller. The office complex is located in Sunnyvale, CA, US.","Embarcadero Capital Partners","Unidentified Seller/s","North America","US","CA","Sunnyvale","Office, Retail","Oakmead Terrace","Fund Manager","Other",NA,NA,127757,NA,"2016-11","Sunnyvale",0,2016-11-01,0.41,"1061400","1020871","40529","3.8",1018114.51173596,"2016","121929","85569","85569","81669","3900","0","36360","85569","58455","13805","7071","19571","80021","58004","8482","5325","1665","2332","4213","24.2","81669","53900","9614","11471","3093","3591","81669","166","2757","15183","1853","6801","1300","7144","2572","22141","11705","5651","2174","2222","81669","73683","4884","2895","207","56245","2070","1160","1883","2760","2912","5750","5811","11317","8268","14314","121546","152329","48777","156013","9863","20627","5541","23902","2079","7539","759","7065","1371","39037","131939","166592","56840","17208","93252","114912","71442","110227","80134","152269","147541","125366","34297","4728","33882","100973","82181","78434","75098","69340","7092","3336","3747","3127","2188","1022","620","18792","18317","14682","4533","475","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",0
"708","2100 Echo Park Avenue",2016-11-01,"Single Asset","US","Retail","In November 2016, HP Investors acquired 2100 Echo Park Avenue from an unidentified seller. The retail property is located in Los Angeles, CA, US.","HP Investors","Unidentified Seller/s","North America","US","CA","Los Angeles","Retail","2100 Echo Park Avenue","Fund Manager","Other",NA,NA,2450,NA,"2016-11","Los Angeles",0,2016-11-01,0.41,"6658420","6329773","328647","4.9000000000000004",609034.683447495,"2016","3241537","2134106","2133182","1990871","142311","924","1107431","2133182","1652123","270593","167430","521375","1938625","1350593","168311","178455","67440","55236","118590","31.7","1990871","736148","423294","446949","151446","233034","1990871","7754","117012","162627","57592","207429","91293","124905","121698","283780","378816","254089","137481","46395","1990871","1576787","182737","228944","2403","1378844","106131","88950","151421","127500","166003","219357","145511","178163","79363","116445","54432","86370","1138467","87091","309753","16360","134670","32914","95455","9576","53130","4252","141036","823799","61372","98541","31619","555045","41386","64293","28930","40787","40115","3950939","3503061","2119826","1633385","447878","825685","2654338","2028128","1893772","1605060","1273750","364046","288712","134356","106870","52594","57366","27486","626210","532632","251177","302977","93578","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"709","3927 Oceanic Drive",2016-10-31,"Single Asset","US","Industrial","In October 2016, Rexford Industrial acquired 3927 Oceanic Drive from Native Bouquet LLC. The industrial property is located in San Diego, CA, US.","Rexford Industrial","Unidentified Seller/s","North America","US","CA","San Diego","Distribution Warehouse, Industrial, Manufacturing","3927 Oceanic Drive","Fund Manager","Other",NA,NA,54740,NA,"2016-10","San Diego",0,2016-10-01,0.4,"1567571","1494438","73133","4.7",611236.421365688,"2016","1158583","778284","747702","701689","46013","30582","380299","747702","574210","96171","57968","173183","715730","534196","67032","28485","22136","14799","49082","23.8","701689","324212","134177","146938","42781","53581","701689","3945","30763","62337","13958","68021","29930","17822","46821","124958","145663","82666","40510","34295","701689","553861","93626","53322","880","495726","23612","18748","39246","35283","57705","81485","61628","87149","42841","48029","71481","99064","410274","98753","111284","18450","80110","30247","25039","9021","9643","4361","29170","300444","83167","113625","36954","195282","55059","72734","35935","55696","45216","1368882","1262896","949049","437134","105986","278827","919105","711009","668123","608618","542886","84715","59505","42886","32590","17781","15644","10296","208096","182226","121409","72252","25870","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
